INSERT INTO MEMBERSHIP  VALUES (1, '5358531775858667', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (233, '5644078301554885', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (234, '7442726475151647', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (235, '7274223747223640', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (236, '6498188749996668', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (237, '6911459089964968', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (238, '4318156523767113', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (239, '8703742004773085', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (240, '9183979851181941', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (241, '5903411664454055', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (242, '9369479045951317', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (243, '3131209139689247', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (244, '2350623435519762', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (245, '6593264214601877', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (246, '1922008060082037', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (247, '0257595445290676', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (248, '8512300037861557', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (249, '8445140405277282', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (250, '3949488568178253', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (251, '8469942192056758', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (252, '2288418533454462', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (253, '8231474820453636', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (254, '3336969766302869', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (255, '1475591682788099', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (256, '5561826800053065', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (257, '4585738591204574', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (258, '3977648712900895', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (259, '9659287785549544', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (260, '3508146970540757', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (261, '1528910728842653', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (262, '4977200108898912', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (263, '8612304517956207', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (264, '5825925667024766', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (265, '9616231308826363', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (266, '8880154342435086', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (267, '0564119105030284', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (268, '4591833945888200', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (269, '6699096097895260', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (270, '8862252766594875', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (271, '0689493691414577', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (272, '6177096009922274', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (273, '0055791107056564', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (274, '6481005935414356', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (275, '8406131823872178', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (276, '6848713393283284', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (277, '7230331280231256', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (278, '8691724215934333', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (279, '4437774449592516', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (280, '7152269189602666', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (281, '1031845987749227', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (282, '9805593050638812', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (283, '7350236405657523', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (284, '8650849495560244', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (285, '7500826650741362', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (286, '6085859740729427', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (287, '7939354696625735', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (288, '8719900251896170', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (289, '6973910717394378', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (290, '0232857206828416', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (291, '0346595785780955', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (292, '3043854018892192', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (293, '2089886330635241', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (294, '6386356304036208', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (295, '9693149572835947', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (296, '6623860022589653', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (297, '2826391447424228', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (298, '4102217456126493', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (299, '7585541054809479', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (300, '2660849221296280', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (301, '1380967249856679', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (302, '3275964507634403', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (303, '2041676292992031', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (304, '5338030022505144', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (305, '8211721006582163', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (306, '6284288036442097', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (307, '7886331561223780', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (308, '4087722915695643', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (309, '3511766339998660', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (310, '6467874815157507', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (311, '1162191032477856', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (312, '2390687990367554', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (313, '1879085126947342', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (314, '7824354930805227', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (315, '3226376367427319', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (316, '8111074867298405', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (317, '7809781888552995', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (318, '8621313327299793', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (319, '5156959627591639', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (320, '0118486948643201', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (321, '2367446680512271', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (322, '6096698995339329', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (323, '0079607840576906', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (324, '3736883516984936', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (325, '7980055263721621', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (326, '9465496527485744', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (327, '5985920961959483', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (328, '4255048251984529', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (329, '6010647141384833', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (330, '3583026787888550', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (331, '4019819194222042', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (332, '4111412297186487', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (333, '8989313376104441', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (334, '6562403701849389', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (335, '0472033527020332', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (336, '2994175535850097', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (337, '2647884278145625', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (338, '3144811922523828', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (339, '6559808274604163', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (340, '8514374823725021', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (341, '4352168969981574', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (342, '3598134036509257', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (343, '3788111493579414', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (344, '9568341421924087', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (345, '5205973207261314', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (346, '6830763481303540', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (347, '0285206673896370', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (348, '6082182541748663', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (349, '2920196571021175', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (350, '9156604187274395', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (351, '7546939342679670', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (352, '9148045147100935', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (353, '3950409903417822', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (354, '1174185649433501', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (355, '5617756372707338', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (356, '7899598906712197', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (357, '5067084279122595', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (358, '5233984389623996', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (359, '7981955148025902', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (360, '7215123760149498', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (361, '8640400162145152', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (362, '1039605455216968', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (363, '3968137464495216', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (364, '6831568573630803', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (365, '6008904764377913', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (366, '6752139324275415', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (367, '8036256341586476', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (368, '7186171784693629', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (369, '1472742715881398', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (370, '7147554274665087', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (371, '9061190834034916', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (372, '0245029627477480', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (373, '1097811717274712', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (374, '4687188857102513', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (375, '9163382688429941', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (376, '2904362806509273', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (377, '0691676105888039', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (378, '6354182351452931', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (379, '5537737675601307', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (380, '8319771565334244', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (381, '1869340347625247', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (382, '7569264570661805', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (383, '1620314551955716', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (384, '0964321590125604', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (385, '3566729929615501', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (386, '9737320580046810', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (387, '8306670618346901', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (388, '9949582442864379', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (389, '2502700649655545', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (390, '2544042762372010', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (391, '7196714650901412', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (392, '6077647915128383', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (393, '1330908403001977', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (394, '7470032936757121', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (395, '1905628584085843', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (396, '4786175877172208', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (397, '1307469172264935', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (398, '1001673930034439', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (399, '2595289992049136', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (400, '6646233485656112', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (401, '7048104676005137', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (402, '3147381729932532', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (403, '1084280528661109', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (404, '0100011107795088', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (405, '3136264841822581', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (406, '6435222359890545', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (407, '1211647925763041', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (408, '9512284679980362', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (409, '8183816184792390', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (410, '9959599268176270', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (411, '2860127591868775', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (412, '2674307208486004', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (413, '5289035719978075', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (414, '2413512595169173', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (415, '1857365932294000', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (416, '7844724405364914', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (417, '9724859468379089', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (418, '6687531330504853', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (419, '1276660348595582', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (420, '7890115628312131', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (421, '7747579354644612', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (422, '0771714836774582', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (423, '7254456849083330', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (424, '1841287276789257', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (425, '3736280184631037', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (426, '4550851768607204', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (427, '8459314270478484', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (428, '0677820604580462', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (429, '4060615640801781', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (430, '3450589173122121', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (431, '3783029533903802', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (432, '9092750230637448', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (433, '9334678852597298', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (434, '2057922413752533', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (435, '4777568620694311', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (436, '8231340683125849', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (437, '8818652294389415', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (438, '9540736164875881', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (439, '1015244750420589', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (440, '6138325708863450', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (441, '0116518847738103', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (442, '9039930176781629', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (443, '3885421042638542', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (444, '6367636798198581', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (445, '0924258684349578', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (446, '9948298513756137', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (447, '0859948923780321', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (448, '6630886410723663', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (449, '2652876727186464', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (450, '6845134849651238', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (451, '0451356802125539', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (452, '5975089354828538', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (453, '5072140580354274', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (454, '7047297077321554', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (455, '9695253862926056', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (456, '0668786825824776', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (457, '1787290740377544', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (458, '2772644054586639', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (459, '3940288755619911', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (460, '8136872386618167', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (461, '8565686433397070', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (462, '6758243319307489', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (463, '7561342566095069', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (464, '8852736267576339', 'SHINHAN', 10000, sysdate, 1, '1201'); 
